3760,2022,Data Scientist,Python,,SQL,,,,,,,,,,,,,
3761,2022,Data Engineer,Python,R,,,C++,,,,,,,,,,,
3762,2022,Other,Python,,,,,,,,,,,,,,,
3763,2022,Data Scientist,Python,R,,,,,,,,,MATLAB,,,,,
3764,2022,,,R,,,,,,,,,,,,,,
3765,2022,,Python,,SQL,,,,,,,,,,,,,
3766,2022,,Python,,SQL,,,,,,,,,,,,,
3767,2022,Other,Python,R,,,,,,,,,,,,,,
3768,2022,Data Scientist,Python,,,,,,,,,,,,Other,,,
3769,2022,,Python,,SQL,,,,,,,,,,,,,
3770,2022,,Python,,SQL,,,,,,,,,,Other,,,
3771,2022,,,,,,,,,,,,,,,,,
3772,2022,,Python,,,,,Java,,,,,,,,,,
3773,2022,,,,,,,,,,,,,,,,,
3774,2022,"Manager (Program, Project, Operations, Executive-level, etc)",,,,,,,,,,,,,,,,
3775,2022,Engineer (non-software),Python,,,,,,,,,,,,,,,
3776,2022,Engineer (non-software),Python,,SQL,,C++,Java,,,,,,,,,,
3777,2022,Teacher / professor,Python,R,,C,C++,,,,,Bash,,,,,,
3778,2022,,Python,,SQL,C,,Java,,,,,,,,C#,,
3779,2022,,Python,,,,,,,,,,,,,C#,,
3780,2022,Data Scientist,Python,,SQL,C,C++,,,,,,,,,,,
3781,2022,,,,SQL,,,,Javascript,,,,,,,,PHP,
3782,2022,,Python,R,SQL,,,Java,Javascript,,,,,,,C#,,
3783,2022,,Python,R,,,,,,,,,,,,,,
3784,2022,,Python,,SQL,,,,,,,,,,,,,
3785,2022,,Python,,SQL,C,C++,,,,,,,,,,,
3786,2022,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Python,,SQL,C,C++,Java,,,,,,,,,,
3787,2022,,Python,,SQL,,,Java,,,,,,,,,,
3788,2022,,Python,R,,,,,Javascript,,,,,,,,,
3789,2022,,,,,,,,,,,,,,,,,
3790,2022,,Python,,,,,,,,,,,,,,,
3791,2022,,Python,,SQL,,,Java,,,,,MATLAB,,,,,
3792,2022,,Python,,SQL,,C++,,,,,Bash,,,,,,
3793,2022,Data Scientist,Python,,,,,,,,,,,,,,,
3794,2022,Machine Learning/ MLops Engineer,Python,,SQL,,,,,,,,,,,,,
3795,2022,,Python,,SQL,,C++,Java,,,,,,,,,,
3796,2022,,Python,,,,,,,,,,,,,,,
3797,2022,,Python,,,C,C++,,,,,Bash,,,,,,
3798,2022,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",,,,,,,,,,,,,,,,
3799,2022,Software Engineer,Python,,SQL,,,Java,,,,,,,Other,C#,,
3800,2022,,Python,,SQL,,,,,,,,,,,,,
3801,2022,,Python,,,C,,,,,,,,,,,,
3802,2022,Software Engineer,Python,,,C,C++,Java,,,,Bash,,,,,,
3803,2022,,Python,,SQL,C,,,,,,,,,,,PHP,
3804,2022,,Python,,,C,,,,,,,,,,,PHP,
3805,2022,Data Scientist,Python,,SQL,,,,,,,,,,,,,
3806,2022,,Python,,SQL,,,,,,,,,,Other,,,
3807,2022,,Python,R,,,,,,,,,MATLAB,,,,,
3808,2022,Data Scientist,Python,,SQL,,,,,,,,,,,,,
3809,2022,,,,,,,,,,,,,,,,,
3810,2022,Research Scientist,Python,,,C,,,,,,,MATLAB,,,,,
3811,2022,Engineer (non-software),Python,,,,C++,Java,Javascript,,,,,,,,PHP,
3812,2022,,Python,,SQL,,C++,Java,,,,,,,,,,
3813,2022,,Python,R,SQL,,,,Javascript,,,,,,,,,
3814,2022,,Python,,,,C++,,,,,,MATLAB,,,,,
3815,2022,,Python,,,C,,,,,,,,,,,,
3816,2022,,Python,R,,,,,Javascript,,,,,,,,,
3817,2022,Data Scientist,,,,,,,,,,,,,,,,
3818,2022,,Python,,,,C++,,,,,,,,,,,
3819,2022,Engineer (non-software),Python,,SQL,,,,,,,,,,,,,
3820,2022,,Python,,,C,C++,,,,,,MATLAB,,,,,
3821,2022,Other,Python,,SQL,,,,,,,,,,,,,
3822,2022,Software Engineer,,,,,,,,,,,,None,,,,
3823,2022,,Python,,SQL,,,,,,,,,,,,,
3824,2022,,Python,,,,,,,,,,,,,,,
3825,2022,Data Scientist,Python,,SQL,,,,,,,Bash,,,,,,
3826,2022,,Python,,SQL,,,,,,,,,,,,,
3827,2022,"Manager (Program, Project, Operations, Executive-level, etc)",,,,,,,,,,,,,,,,
3828,2022,,Python,R,,C,,,,,,,,,,,PHP,
3829,2022,Other,,,,,,,,,,,,,,,,
3830,2022,"Manager (Program, Project, Operations, Executive-level, etc)",Python,,,,C++,,,,,,,,,,,
3831,2022,,Python,R,,,C++,,,,,,MATLAB,,,,,
3832,2022,Data Scientist,Python,,,,,,,,,,,,,,,
3833,2022,,,,,,,,,,,,,,,,,
3834,2022,,Python,,,,,,,,,,,,,,,
3835,2022,Data Scientist,Python,R,,,,,,,,,,,,,,
3836,2022,,,,,,,,,,,,,,,,,
3837,2022,Data Scientist,Python,,,,,,,,,Bash,,,,,,
3838,2022,Data Scientist,Python,,,C,,,,,,,MATLAB,,Other,,,
3839,2022,,Python,,,,,Java,,,,,,,,,,
3840,2022,,Python,,SQL,,,,,,,,,,,,,
3841,2022,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Python,,,,,,,,,,,,,,,
3842,2022,,Python,R,SQL,,,Java,,,,,,,,,,
3843,2022,,Python,,,,,,,,,,,,,,,
3844,2022,,Python,,,,,,,,,,MATLAB,,,,,
3845,2022,,Python,,SQL,,,Java,,,,,,,,,,
3846,2022,,Python,,SQL,,C++,,,,,,,,,,,
3847,2022,,Python,,SQL,,,,Javascript,,,,,,,,,
3848,2022,Engineer (non-software),,,,,,,,,,,,,,,,
3849,2022,,,,,,,,,,,,,,,,,
3850,2022,,Python,,,,,,,,,,,,,,,
3851,2022,,Python,,,,,,,,,,MATLAB,,,,,
3852,2022,,,,,,,,,,,,,,,,,
3853,2022,,,,,,,,,,,,,,,,,
3854,2022,,Python,,,,,,Javascript,,,,,,,,,
3855,2022,Data Scientist,Python,R,SQL,,,Java,,,,,,,,,,
3856,2022,Machine Learning/ MLops Engineer,Python,R,SQL,,,,,,,,,,,,,
3857,2022,Other,,,,,,,,,,,,,,,,
3858,2022,,Python,R,SQL,,C++,,Javascript,,,Bash,,,,C#,,
3859,2022,Other,,,,,,,,,,,,,,,,
3860,2022,,,,,,,,,,,,,,,,,
3861,2022,Research Scientist,Python,,,,,,,,,,,,,,,
3862,2022,,Python,,SQL,,,Java,,,,,,,,,,
3863,2022,,Python,,,C,C++,Java,,,,,,,,,,
3864,2022,Teacher / professor,Python,,SQL,C,,Java,,,,,,,,C#,PHP,
3865,2022,,,,,,,,,,,,,,,,,
3866,2022,"Manager (Program, Project, Operations, Executive-level, etc)",Python,,SQL,,,,Javascript,,,,,,,,,
3867,2022,,,,,,,,,,,,,,,,,
3868,2022,,,,,,,,,,,,,,,,,
3869,2022,,,,SQL,,,,,,,,,,,,,
3870,2022,,Python,R,SQL,,,Java,Javascript,,,,,,,C#,,
3871,2022,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Python,,SQL,,,Java,Javascript,,,,,,,,,
3872,2022,,Python,R,SQL,,,,,,,,,,,,,
3873,2022,,,,,,,,,,,,,,,,,
3874,2022,,,,,,,,,,,,,None,,,,
3875,2022,Currently not employed,,,,,,,,,,,,,Other,,,
3876,2022,,Python,,,C,C++,,Javascript,,,,MATLAB,,,,PHP,
3877,2022,,Python,R,,C,,,,,,,,,,,,
3878,2022,,Python,,,,,,,,,,,,,,,
3879,2022,,Python,,,,,,Javascript,,,,,,,,,
3880,2022,Currently not employed,Python,,,,,,,,,,,,,,,
3881,2022,,Python,,,,,Java,,,,,,,,,,
3882,2022,,Python,,,,,Java,,,,,,,,,,
3883,2022,,Python,,,C,C++,Java,,,,,,,,,,
3884,2022,Data Engineer,Python,,SQL,,,,,,,,,,,,,
3885,2022,,,,,,,,,,,,,,,,,
3886,2022,,,,,,,,,,,,,,,,,
3887,2022,,Python,,,C,,,,,,,,,,,,
3888,2022,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Python,R,SQL,,,,,,,Bash,,,,C#,,
3889,2022,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",,,,,,,,,,,,,,,,
3890,2022,Software Engineer,Python,,SQL,,,Java,Javascript,,,,,,,,,
3891,2022,Teacher / professor,Python,,,,C++,,,,,,MATLAB,,,,,
3892,2022,,Python,,SQL,,,,,,,,,,,,,
3893,2022,,Python,,,,,,Javascript,,,Bash,,,,,,
3894,2022,,Python,,SQL,C,,Java,,,,,,,,,,
3895,2022,,,R,,,,,,,,,,,,,,
3896,2022,Currently not employed,Python,,,,,,,,,,,,,,,
3897,2022,Software Engineer,Python,,,,,,,,,,,,,C#,,
3898,2022,,Python,,SQL,,,Java,,,,,,,,,,
3899,2022,Data Scientist,Python,R,,,,Java,,,,,,,,,,
3900,2022,,,R,,C,,,,,,,,,,,,
3901,2022,,Python,,SQL,C,C++,Java,Javascript,,,,,,,C#,,
3902,2022,,Python,,,,,,,,,,,,,,,
3903,2022,,,,,,C++,,,,,,MATLAB,,,,,
3904,2022,,Python,,,,,,,,,,,,,,,
3905,2022,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Python,,,,,,,,,,,,,,,
3906,2022,,Python,,,,,,,,,,,,,,,
3907,2022,Teacher / professor,Python,,SQL,,C++,Java,Javascript,,,,,,,C#,,
3908,2022,Statistician,Python,R,,,,Java,,,,,,,,,,
3909,2022,,Python,,SQL,,,,Javascript,,,,,,,,,
3910,2022,,Python,R,,,C++,,,,,,MATLAB,,,,,
3911,2022,Software Engineer,Python,,,,,,Javascript,,,,,,,,,
3912,2022,,Python,R,,,C++,,,,,,,,,,,
3913,2022,Data Scientist,Python,,,,,,,,,,,,,,,
3914,2022,,Python,,SQL,,,Java,,,,,,,,,,
3915,2022,,Python,R,SQL,,,,Javascript,,,,,,,,,
3916,2022,Engineer (non-software),,,,,,,,,,,,,,,,
3917,2022,,Python,R,,,,Java,,,,,,,,,,
3918,2022,,Python,,SQL,,,Java,,,,,,,,,,
3919,2022,,Python,,,C,,,,,,,,,,,,
3920,2022,,Python,,,C,C++,Java,Javascript,,,,,,,,,
3921,2022,,,R,,,,,,,,,,,,,PHP,
3922,2022,,Python,R,,,,,,,,,,,,,,
3923,2022,,Python,,,,C++,,,,,,,,,,,
3924,2022,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",,,,,,,,,,,,,,,,
3925,2022,Engineer (non-software),,,,,,,,,,,,,,,,
3926,2022,,Python,,SQL,C,C++,,,,,,,,,C#,,
3927,2022,,Python,,SQL,,,,,,,,,,,,,
3928,2022,,Python,,SQL,,C++,Java,Javascript,,,,,,,,,
3929,2022,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",,,,,,,,,,,,,,,,
3930,2022,,Python,,,C,C++,,,,,,,,,,,
3931,2022,Machine Learning/ MLops Engineer,Python,,,,,,,,,,,,,,,
3932,2022,"Manager (Program, Project, Operations, Executive-level, etc)",Python,,SQL,,,,,,,,,,,,,
3933,2022,,Python,,,,,,,,,,,,,,,
3934,2022,"Manager (Program, Project, Operations, Executive-level, etc)",Python,R,SQL,,,,,,,Bash,,,,,,
3935,2022,,Python,,SQL,,,,,,,,,,,,,
3936,2022,Teacher / professor,Python,R,,,,,,,,,MATLAB,,,,,
3937,2022,"Manager (Program, Project, Operations, Executive-level, etc)",Python,,,,,,,,,,,,,,,
3938,2022,,Python,,,C,C++,,,,,,,,,,,
3939,2022,,Python,,,,,,,,,,,,,,,
3940,2022,,,,,,,,,,,,,,,,,
3941,2022,,Python,,,,C++,,,,,,,,,,,
3942,2022,"Manager (Program, Project, Operations, Executive-level, etc)",Python,,SQL,,,,,,,Bash,,,Other,,,
3943,2022,,,,,,,,,,,,,,,,,
3944,2022,Currently not employed,Python,,,,,,Javascript,,,,,,,,PHP,
3945,2022,,Python,,,C,,,,,,,,,,,,
3946,2022,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Python,,,,,,,,,,,,,,,
3947,2022,"Manager (Program, Project, Operations, Executive-level, etc)",,,,,,,,,,,,None,,,,
3948,2022,,Python,,,C,C++,,,,,,MATLAB,,,,,
3949,2022,,Python,,,,C++,Java,,,,,,,,,,
3950,2022,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Python,,SQL,,,,,,,,,,,,,
3951,2022,,Python,,SQL,C,C++,Java,,,,,,,,,,
3952,2022,,Python,,,,,Java,,,,,,,,,,
3953,2022,,Python,,,C,,,,,,,MATLAB,,,,,
3954,2022,,Python,,SQL,,,,Javascript,,,,,,,,,
3955,2022,,Python,,,,,,,,,,,,,,,
3956,2022,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Python,,,,,,,,,,,,,,,
3957,2022,,Python,,,,,,,,,,,,,,,
3958,2022,Teacher / professor,,R,,,,,,,,,,,,,,
3959,2022,,Python,,,,,,,,,,,,,,,
3960,2022,Machine Learning/ MLops Engineer,Python,,,,,,,,,,,,,,,
3961,2022,,Python,,,,,,,,,,,,,,,
3962,2022,,Python,R,,,,,,,,,,,Other,,,
3963,2022,,Python,,,,,Java,,,,,MATLAB,,,,,
3964,2022,,Python,R,SQL,C,C++,Java,Javascript,,,,,,,,PHP,
3965,2022,Research Scientist,Python,,,,C++,,,,,,,,,,,
3966,2022,,Python,,SQL,,,,,,,,,,,,,
3967,2022,"Manager (Program, Project, Operations, Executive-level, etc)",Python,,SQL,,,,,,,Bash,,,,,,
3968,2022,,,,,,,,,,,,,,,,,
3969,2022,,Python,R,,,,,,,,,,,,,,
3970,2022,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",,,,,,,,,,,,,,,,
3971,2022,,Python,,,,C++,,,,,,,,,,,
3972,2022,Teacher / professor,Python,,SQL,,,,,,,Bash,,,,,,
3973,2022,Other,Python,,SQL,,,,,,,,,,,,,
3974,2022,,Python,R,SQL,,,,,,,,,,Other,,,
3975,2022,Data Scientist,Python,,SQL,,,,,,,,MATLAB,,,,,
3976,2022,,Python,,,,,,,,,,,,,,,
3977,2022,,,,,,,,,,,,,,,,,
3978,2022,,Python,,,,,,,,,,MATLAB,,,,,
3979,2022,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Python,,SQL,,,,,,,,,,,,,
3980,2022,Data Scientist,,,SQL,,,,,,,,,,Other,,,
3981,2022,,,R,SQL,,,,,,,,,,,,,
3982,2022,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Python,R,SQL,,,,Javascript,,,,,,,,,
3983,2022,,Python,,SQL,,,,,,,,,,,,,
3984,2022,Software Engineer,Python,,SQL,,,,,,,,,,,,,
3985,2022,Data Scientist,Python,,,,,,,,,,,,,,,
3986,2022,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Python,,SQL,,,,,,,,,,,,,
3987,2022,,Python,,SQL,,,,,,,,,,,,,
3988,2022,Other,Python,R,SQL,,,,,,,,,,,,,
3989,2022,Currently not employed,Python,R,SQL,,,,,,,,,,,,,
3990,2022,,Python,,,,C++,,,,,,,,,C#,,
3991,2022,,Python,R,SQL,C,C++,Java,,,,,,,,C#,,
3992,2022,Software Engineer,Python,,,,C++,,Javascript,,,,,,,,,
3993,2022,,Python,R,,,C++,,Javascript,,,,MATLAB,,,,,
3994,2022,Data Scientist,Python,,SQL,,,,,,,,,,,,,
3995,2022,,Python,R,SQL,,,,,,,,,,,,,
3996,2022,Teacher / professor,Python,,SQL,,,Java,Javascript,,,,MATLAB,,,,PHP,
3997,2022,"Manager (Program, Project, Operations, Executive-level, etc)",,R,,,,,,,,,,,,,,
3998,2022,,,,,,,,,,,,,,,,,
3999,2022,,Python,,,C,,,,,,,,,,,,
4000,2022,Data Scientist,,,,,,,Javascript,,,,MATLAB,,,,,
4001,2022,,Python,,,,C++,,,,,,,,,,,
4002,2022,Teacher / professor,Python,,,,,,,,,,,,,,,
4003,2022,,Python,,,,,Java,,,,,,,,,,
4004,2022,,Python,,SQL,,,,,,,,,,,,,
4005,2022,,Python,,,,,,Javascript,,,,,,,,PHP,
4006,2022,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",,,,,,,Javascript,,,,,,,,,
4007,2022,,Python,,,,,Java,,,,,,,,,,
4008,2022,,,,,,,,,,,,,,,,,
4009,2022,Software Engineer,,,SQL,,,,Javascript,,,,,,,,PHP,
4010,2022,Data Scientist,Python,,SQL,,,Java,,,,,,,,,,
4011,2022,Teacher / professor,Python,R,SQL,C,,,,,,Bash,,,,,,
4012,2022,,,,,,,,,,,,,,,,,
4013,2022,,Python,R,SQL,,,Java,Javascript,,,,,,,,,
4014,2022,Data Scientist,Python,,SQL,,,,,,,,,,,,,
4015,2022,,Python,,,C,,Java,,,,,,,,,,
4016,2022,Currently not employed,,,,,,,,,,,,,,,,
4017,2022,,Python,,,,C++,,,,,,,,,,,
4018,2022,,Python,R,,C,C++,,,,,,,,,,,
4019,2022,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Python,R,SQL,,,,,,,,,,,,,
4020,2022,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Python,R,SQL,,,,,,,,,,,,,
4021,2022,"Manager (Program, Project, Operations, Executive-level, etc)",Python,,SQL,,,,,,,,,,,,,
4022,2022,,Python,R,SQL,,,,,,,Bash,,,,,,
4023,2022,,Python,,,,,,,,,,,,,,,
4024,2022,,Python,,,C,C++,,,,,,,,,,,
4025,2022,,Python,,SQL,,,,Javascript,,,,,,,,PHP,
4026,2022,"Manager (Program, Project, Operations, Executive-level, etc)",Python,,SQL,,,Java,Javascript,,,,,,,,,
4027,2022,Engineer (non-software),Python,,,,,,,,,,,,,,,
4028,2022,,Python,,SQL,,,,,,,,,,,,,
4029,2022,Machine Learning/ MLops Engineer,Python,,,,,,,,,,,,,,,
4030,2022,,Python,,,C,,,,,,,,,,,,
4031,2022,Teacher / professor,Python,R,SQL,,,,Javascript,,,Bash,,,,,PHP,
4032,2022,Currently not employed,Python,,SQL,,,,,,,,,,,,,
4033,2022,Data Scientist,Python,,SQL,,,,,,,,,,,,,
4034,2022,,Python,,,C,,Java,,,,,,,,,,
4035,2022,,Python,,,,,,,,,,,,,,,
4036,2022,Other,,,,,,,,,,,,,,,,
4037,2022,"Manager (Program, Project, Operations, Executive-level, etc)",Python,,SQL,,,,Javascript,,,,,,,,,
4038,2022,,Python,,,,,,,,,,,,,,,
4039,2022,"Manager (Program, Project, Operations, Executive-level, etc)",Python,,,,,,,,,,,,,,,
4040,2022,,Python,,,,,,,,,,,,,,,
4041,2022,Other,,,,,,,,,,,,,,,,
4042,2022,,Python,,,,,,,,,,,,,,,
4043,2022,Software Engineer,Python,,,,,,,,,,,,,,,
4044,2022,,Python,,,,,,,,,,,,,,,
4045,2022,Data Engineer,,,SQL,,,,,,,,,,Other,,,
4046,2022,Currently not employed,Python,,SQL,,,,,,,,,,,,,
4047,2022,Teacher / professor,Python,R,,C,C++,Java,,,,,,,,,,
4048,2022,,,,SQL,,,,,,,,,,,,,
4049,2022,,Python,,,C,C++,,,,,,,,,,,
4050,2022,Engineer (non-software),Python,,SQL,,,,,,,,,,,,,
4051,2022,,Python,,,,,Java,,,,,,,Other,,,
4052,2022,,Python,,,,,,,,,,,,,,,
4053,2022,,Python,,SQL,,,Java,,,,,,,,,,
4054,2022,,Python,R,,,C++,,,,,,,,,,,
4055,2022,Software Engineer,,,,,,,Javascript,,,,,,,,,
4056,2022,Engineer (non-software),Python,,,,,,,,,,,,,,,
4057,2022,Teacher / professor,,R,,,,,,,,,,,,,,
4058,2022,Data Engineer,Python,,,,,,,,,,,,,,,
4059,2022,,Python,,SQL,,C++,Java,Javascript,,,,,,,,PHP,
4060,2022,Data Scientist,Python,,,,,,,,,,,,,,,
4061,2022,,,,,,,,,,,,,,,,,
4062,2022,Currently not employed,Python,,,,,,,,,,,,,,,
4063,2022,,Python,,SQL,C,,,,,,,,,,,,
4064,2022,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Python,,SQL,,,,,,,,,,,,,
4065,2022,,Python,,,,,,Javascript,,,Bash,,,,,,Go
4066,2022,Machine Learning/ MLops Engineer,Python,,,,,,,,,,,,,C#,,
4067,2022,,Python,,,,,,,,,,,,,,,
4068,2022,,Python,,SQL,,,,,,,,,,,,,
4069,2022,Software Engineer,Python,,,C,,,,,,,,,,,,
4070,2022,Software Engineer,Python,,,,C++,,,,,,MATLAB,,,C#,,
4071,2022,,Python,,SQL,C,C++,Java,Javascript,,,,,,,C#,,
4072,2022,"Manager (Program, Project, Operations, Executive-level, etc)",,,,,,,,,,,,None,,,,
4073,2022,Data Scientist,Python,,,,,,,,,,,,,,,
4074,2022,Data Scientist,Python,,SQL,,,,,,,,,,,,,
4075,2022,,Python,R,,C,C++,Java,Javascript,,,Bash,MATLAB,,,C#,PHP,
4076,2022,,Python,,,,C++,,,,,,MATLAB,,,,,
4077,2022,Data Scientist,Python,,,,,,,,,,,,,,,
4078,2022,"Manager (Program, Project, Operations, Executive-level, etc)",Python,,SQL,,,,,,,,,,,,,
4079,2022,Data Engineer,Python,,SQL,,,,,,,,,,,,,
4080,2022,Research Scientist,Python,R,,,C++,,,,,,,,,,,
4081,2022,,Python,R,,C,,,,,,,,,,,,
4082,2022,,,,,,,,,,,,,,,,,
4083,2022,,Python,,,,,Java,,,,,,,,C#,,
4084,2022,,,,,,,,,,,,,,,,,
4085,2022,,Python,,SQL,,,,,,,,,,,,,
4086,2022,,Python,,,C,,Java,,,,,,,,,PHP,
4087,2022,Currently not employed,Python,,SQL,C,C++,Java,Javascript,,,,,,Other,,,
4088,2022,Software Engineer,Python,,,,,,,,,,MATLAB,,,C#,,
4089,2022,,Python,,SQL,,C++,Java,,,,,,,,C#,PHP,
4090,2022,,Python,,,,,,,,,,MATLAB,,,,,
4091,2022,,Python,,,,,,,,,,MATLAB,,,,,
4092,2022,Data Scientist,Python,,SQL,,,Java,,,,Bash,,,,C#,,
4093,2022,,Python,R,SQL,,,,Javascript,,,,,,,,,
4094,2022,Data Scientist,Python,,SQL,,,,,,,,,,,,,
4095,2022,,Python,R,,C,,,,,,,,,,,,
4096,2022,Engineer (non-software),Python,,SQL,,,,Javascript,,,,,,,,,
4097,2022,Data Scientist,Python,,SQL,C,,Java,,,,,,,,,,
4098,2022,Statistician,,R,,,,,,,,,,,,,,
4099,2022,Software Engineer,Python,,SQL,,,,Javascript,,,,,,Other,,PHP,
4100,2022,,Python,R,SQL,,,Java,Javascript,,,,MATLAB,,,,,
4101,2022,,Python,,,C,C++,,,,,,,,,,,
4102,2022,Software Engineer,,,SQL,,,,Javascript,,,,,,,,PHP,
4103,2022,Teacher / professor,,,,,,,,,,,,,,,,
4104,2022,,Python,,,,,,,,,,,,,,,
4105,2022,Currently not employed,,,,,,,,,,,,,,,,
4106,2022,,Python,R,,,,,,,,,,,,,,
4107,2022,,Python,R,,,,,Javascript,,,,,,,C#,,
4108,2022,,Python,,,,,,,,,,,,,,,
4109,2022,,,,,,,,,,,,,,,,,
4110,2022,Data Scientist,Python,,,,,,,,,,,,,,,
4111,2022,,Python,,,,,,,,,,,,,,,
4112,2022,,,,,,,,,,,,,,,,,
4113,2022,,,,,,,Java,,,,,,,,,,
4114,2022,,Python,,,C,C++,,,,,,,,,,,
4115,2022,,Python,,,,,,,,,,,,,,,
4116,2022,"Manager (Program, Project, Operations, Executive-level, etc)",Python,,SQL,,,,,,,,,,,,,
4117,2022,Software Engineer,Python,,,C,C++,,,,,,,,,,,
4118,2022,,Python,,SQL,,,,Javascript,,,,,,,,,
4119,2022,,Python,,SQL,,,,,,,,,,,,,Go
4120,2022,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Python,R,SQL,,,,,,,,,,,,,
4121,2022,,Python,,SQL,C,,Java,,,,,,,,,,
4122,2022,,,,SQL,C,C++,,,,,,,,,C#,PHP,
4123,2022,Teacher / professor,,R,,,,Java,,,,,,,,,,
4124,2022,Data Architect,,,SQL,,,,,,,,,,,,,
4125,2022,,Python,R,SQL,,,,,,,,,,,,,
4126,2022,,,,SQL,C,,Java,Javascript,,,,,,,,,
4127,2022,,,,SQL,,,,,,,,,,,,,
4128,2022,,Python,,,C,C++,Java,,,,,,,,,,
4129,2022,,Python,,SQL,,C++,,,,,,,,,,,
4130,2022,,,,,,,,,,,,,,,,,
4131,2022,Data Scientist,Python,,,,,,,,,,,,,,,
4132,2022,,Python,,,,,Java,,,,,,,,,,
4133,2022,,Python,,SQL,,,Java,,,,,,,,,,
4134,2022,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Python,,SQL,,,,,,,,,,,,,
4135,2022,,Python,,,,C++,,,,,,,,,,,
4136,2022,,Python,,,,,,,,,,,,,,,
4137,2022,,Python,,,,C++,,,,,,,,,,,
4138,2022,,,,,,,,,,,,,,,,,
4139,2022,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",,,,,,,,,,,,None,,,,
4140,2022,,,,,C,C++,Java,Javascript,,,,,,,,,
4141,2022,,,,,,,,,,,,,,,,,
4142,2022,Research Scientist,Python,R,SQL,C,,,,,,,,,Other,,,
4143,2022,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Python,R,SQL,,,,,,,,,,,,,
4144,2022,,Python,,,,,,,,,,MATLAB,,,,,
4145,2022,Currently not employed,Python,,SQL,C,C++,Java,Javascript,,,,,,,C#,,
4146,2022,Data Scientist,Python,,SQL,,,,,,,,,,,,,
4147,2022,,Python,R,,C,,,,,,,,,,,,
4148,2022,Currently not employed,Python,,SQL,,,,,,,,,,,,,
4149,2022,,Python,,,,,,,,,,,,,,,
4150,2022,,,,,,,,,,,,,,,,,
4151,2022,,Python,,,,,,,,,,,,,,,
4152,2022,Research Scientist,Python,,,,,,,,,Bash,,,,,,
4153,2022,,Python,,,,C++,,,,,,,,,,,
4154,2022,,,,,,,,,,,,,,,,,
4155,2022,Data Scientist,Python,,,,,,,,,,,,,,,
4156,2022,Currently not employed,Python,,,,,,,,,,,,,,,
4157,2022,Data Scientist,Python,,SQL,,,,,,,Bash,,,,,,
4158,2022,,Python,R,SQL,,,,,,,,,,,,,
4159,2022,Research Scientist,Python,R,SQL,,C++,Java,,,,,MATLAB,,,C#,,
4160,2022,,,,,,,,,,,,,,,,,
4161,2022,,Python,,,,,,,,,,,,,,,
4162,2022,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",,,,,,,,,,,,,,,,
4163,2022,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Python,,SQL,,,,,,,,,,,,,
4164,2022,,Python,,,C,C++,,,,,,MATLAB,,,,,
4165,2022,,Python,R,SQL,C,C++,Java,Javascript,,,,,,,,,
4166,2022,Data Scientist,Python,,SQL,,,,,,,Bash,,,,,,
4167,2022,Data Scientist,Python,,SQL,,,,,,,,,,,,,
4168,2022,Machine Learning/ MLops Engineer,Python,,,C,C++,,Javascript,,,Bash,,,,,,
4169,2022,Developer Advocate,Python,,,,,,,,,,,,Other,,,
4170,2022,,Python,,,C,,,,,,,MATLAB,,,,,
4171,2022,Data Scientist,Python,R,SQL,,,,,,,,,,,,,
4172,2022,,Python,R,SQL,,C++,Java,,,,,,,,,,
4173,2022,,Python,,SQL,,,Java,Javascript,,,,,,,,,
4174,2022,Software Engineer,Python,,,,,,,,,,,,,,,
4175,2022,Data Scientist,Python,,,,,,,,,,,,,,,
4176,2022,,Python,,SQL,,,Java,,,,,,,,,PHP,
4177,2022,,Python,,,C,C++,,,,,,,,,,,
4178,2022,,,,,,,,,,,,,,,,,
4179,2022,Other,Python,,SQL,,,,,,,,,,,,,
4180,2022,,Python,,,,,Java,,,,,MATLAB,,,,,
4181,2022,,Python,,SQL,,,Java,,,,,,,,C#,,
